,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
3227,Maruti Swift Dzire LDI Optional,2015.0,419000,170000.0,Diesel,Individual,Manual,Second Owner
3228,Ford EcoSport 1.5 Diesel Ambiente BSIV,2018.0,790000,40000.0,Diesel,Individual,Manual,Second Owner
3229,Renault Duster 85PS Diesel RxL Plus,2015.0,500000,90000.0,Diesel,Individual,Manual,Second Owner
3230,Skoda Rapid 1.6 TDI Elegance,2012.0,275000,120000.0,Diesel,Individual,Manual,Second Owner
3231,Hyundai i20 1.4 CRDi Sportz,2012.0,450000,60000.0,Diesel,Individual,Manual,Second Owner
3232,Jaguar XF 3.0 Litre S Premium Luxury,2012.0,1800000,50000.0,Diesel,Individual,Automatic,Second Owner
3233,Maruti Alto 800 LXI,2016.0,260000,45000.0,Petrol,Individual,Manual,Second Owner
3234,Tata Manza Aura (ABS) Safire BS IV,2010.0,150000,50000.0,Petrol,Individual,Manual,Second Owner
3235,Chevrolet Aveo U-VA 1.2 LS,2009.0,210000,80000.0,Petrol,Individual,Manual,Second Owner
3236,Hyundai Verna CRDi SX ABS,2009.0,175000,136000.0,Diesel,Individual,Manual,Second Owner
3237,Maruti Alto LXi,2009.0,110000,50000.0,Petrol,Individual,Manual,Second Owner
3238,Mahindra Scorpio VLX 2WD AIRBAG BSIV,2012.0,550000,120000.0,Diesel,Individual,Manual,Second Owner
3239,Maruti Ritz VDi,2011.0,180000,90000.0,Diesel,Individual,Manual,Second Owner
3240,Hyundai Santro Xing GLS,2010.0,170000,50000.0,Petrol,Individual,Manual,Second Owner
3241,Maruti A-Star Vxi,2011.0,150000,70000.0,Petrol,Individual,Manual,Second Owner
3242,Volkswagen Polo Diesel Highline 1.2L,2011.0,290000,60000.0,Diesel,Individual,Manual,Second Owner
3243,Mahindra Jeep Classic,1999.0,170000,2020.0,Diesel,Individual,Manual,Second Owner
3244,Mahindra Scorpio 2.6 Turbo 7 Str,2007.0,210000,100000.0,Diesel,Individual,Manual,Second Owner
3245,Hyundai i20 Asta 1.4 CRDi,2013.0,360000,80000.0,Diesel,Individual,Manual,Second Owner
3246,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,2011.0,495000,120000.0,Diesel,Individual,Manual,Second Owner
3247,Honda City i DTEC S,2014.0,700000,90000.0,Diesel,Individual,Manual,Second Owner
3248,Maruti Swift ZXI ABS,2009.0,250000,60000.0,Petrol,Individual,Manual,Second Owner
3249,Honda Amaze VX i-DTEC,2013.0,325000,94000.0,Diesel,Individual,Manual,Second Owner
3250,Hyundai Accent GLE CNG,2010.0,145000,90000.0,CNG,Individual,Manual,Second Owner
3251,Renault KWID RXT,2016.0,240000,70000.0,Petrol,Individual,Manual,Second Owner
3252,Honda Civic 1.8 S MT,2007.0,229999,60000.0,Petrol,Individual,Manual,Second Owner
3253,Hyundai i10 Magna,2012.0,250000,60000.0,Petrol,Individual,Manual,Second Owner
3254,Maruti SX4 ZXI AT,2009.0,130000,120000.0,Petrol,Individual,Automatic,Second Owner
3255,Mahindra TUV 300 T8 AMT,2016.0,730000,60000.0,Diesel,Individual,Automatic,Second Owner
3256,Maruti Esteem Vxi,2005.0,100000,20000.0,Petrol,Individual,Manual,Second Owner
3257,Maruti Wagon R VXI BSIII,2005.0,80000,40000.0,Petrol,Individual,Manual,Second Owner
3258,Hyundai EON D Lite Plus,2012.0,160000,70000.0,Petrol,Individual,Manual,Second Owner
3259,Tata New Safari DICOR 2.2 GX 4x2 BS IV,2012.0,270000,80000.0,Diesel,Individual,Manual,Second Owner
3260,Renault KWID RXT,2016.0,200000,53000.0,Petrol,Individual,Manual,Second Owner
3261,Maruti Swift Dzire 1.2 Vxi BSIV,2012.0,368000,90000.0,Petrol,Individual,Manual,Second Owner
3263,Ford Endeavour 4x4 XLT,2005.0,350000,150000.0,Diesel,Individual,Manual,Second Owner
3264,Mahindra TUV 300 Plus P4,2018.0,850000,30000.0,Diesel,Individual,Manual,Second Owner
3265,Tata Zest Quadrajet 1.3 75PS XE,2015.0,350000,100000.0,Diesel,Individual,Manual,Second Owner
3266,Toyota Innova 2.5 G (Diesel) 7 Seater,2014.0,750000,145000.0,Diesel,Individual,Manual,Second Owner
3267,Maruti Alto LXi,2008.0,70000,90000.0,Petrol,Individual,Manual,Second Owner
3268,Maruti Eeco 5 STR With AC Plus HTR CNG,2012.0,160000,70000.0,CNG,Individual,Manual,Second Owner
3269,Maruti Omni 5 Str STD LPG,1998.0,50000,35000.0,LPG,Individual,Manual,Second Owner
3270,Maruti 800 DUO AC LPG,2014.0,85000,50000.0,LPG,Individual,Manual,Second Owner
3271,Maruti Swift VDI Optional,2017.0,600000,60000.0,Diesel,Individual,Manual,Second Owner
3272,Maruti Swift Dzire VXI,2015.0,400000,70000.0,Petrol,Individual,Manual,Second Owner
3273,Hyundai Santro Xing XK eRLX EuroIII,2007.0,130000,135000.0,Petrol,Individual,Manual,Second Owner
3274,Maruti 800 AC BSII,2001.0,45000,72539.0,Petrol,Individual,Manual,Second Owner
3275,Toyota Etios VX,2011.0,305000,120000.0,Petrol,Individual,Manual,Second Owner
3276,Maruti Swift Ldi BSIV,2011.0,350000,133000.0,Diesel,Individual,Manual,Second Owner
3277,Hyundai Accent GLS,2004.0,120000,110000.0,Petrol,Individual,Manual,Second Owner
3278,Maruti Alto K10 2010-2014 VXI,2010.0,225000,80000.0,Petrol,Individual,Manual,Second Owner
3279,Hyundai Santro Xing GL Plus,2014.0,120000,41723.0,Petrol,Individual,Manual,Second Owner
3281,Hyundai Santro Xing XG,2004.0,90000,100005.0,Petrol,Dealer,Manual,Second Owner
3282,Maruti Alto LXI,2004.0,70000,50000.0,Petrol,Individual,Manual,Second Owner
3283,Hyundai i10 Magna 1.2,2010.0,225000,60000.0,Petrol,Individual,Manual,Second Owner
3284,Tata New Safari DICOR 2.2 EX 4x2,2011.0,350000,170000.0,Diesel,Individual,Manual,Second Owner
3285,Tata Indica DLE,2006.0,45000,120000.0,Diesel,Individual,Manual,Second Owner
3287,Mahindra Scorpio VLS 2.2 mHawk,2009.0,409999,110000.0,Diesel,Individual,Manual,Second Owner
3288,Honda Accord VTi-L (MT),2007.0,200000,80000.0,Petrol,Individual,Manual,Second Owner
3289,Hyundai Accent GLX,2006.0,120000,110000.0,Petrol,Individual,Manual,Second Owner
3290,Mahindra XUV500 AT W10 AWD,2016.0,969999,70000.0,Diesel,Individual,Automatic,Second Owner
3291,Mahindra Thar 4X4,2013.0,615000,45766.0,Diesel,Individual,Manual,Second Owner
3292,Tata New Safari 4X4,2007.0,199000,78771.0,Diesel,Dealer,Manual,Second Owner
3293,Hyundai Verna SX CRDi AT,2012.0,500000,72000.0,Diesel,Dealer,Automatic,Second Owner
3294,Ford Figo Diesel LXI,2011.0,225000,76736.0,Diesel,Dealer,Manual,Second Owner
3295,Maruti Alto LX BSIII,2014.0,135000,70000.0,Petrol,Individual,Manual,Second Owner
3296,Renault Koleos 2.0 Diesel,2012.0,750000,80000.0,Diesel,Individual,Automatic,Second Owner
3297,Maruti Wagon R LXI DUO BSIII,2009.0,155000,60000.0,LPG,Individual,Manual,Second Owner
3298,Mercedes-Benz New C-Class 200 CDI Classic,2007.0,699000,101849.0,Diesel,Dealer,Manual,Second Owner
3299,Mahindra Scorpio S4 4WD,2014.0,700000,70000.0,Diesel,Individual,Manual,Second Owner
3300,Tata Manza Aura (ABS) Quadrajet BS IV,2012.0,180000,155836.0,Diesel,Individual,Manual,Second Owner
3301,Maruti Wagon R VXi BSII,2011.0,220000,59000.0,Petrol,Individual,Manual,Second Owner
3302,Hyundai Creta 1.4 CRDi Base,2018.0,950000,70000.0,Diesel,Individual,Manual,Second Owner
3303,Mahindra Quanto C6,2012.0,260000,89000.0,Diesel,Individual,Manual,Second Owner
3306,Volkswagen Polo Diesel Trendline 1.2L,2012.0,265000,55000.0,Diesel,Individual,Manual,Second Owner
3307,Mahindra Thar CRDe,2014.0,800000,26000.0,Diesel,Individual,Manual,Second Owner
3308,Maruti Alto LX BSIII,2006.0,160000,63230.0,Petrol,Individual,Manual,Second Owner
3309,Mahindra Scorpio 2.6 SLX CRDe,2006.0,300000,120000.0,Diesel,Individual,Manual,Second Owner
3310,Hyundai i20 Asta 1.4 CRDi,2015.0,530000,77000.0,Diesel,Individual,Manual,Second Owner
3311,Tata Indica Vista Quadrajet LS,2012.0,150000,80000.0,Diesel,Individual,Manual,Second Owner
3313,Mahindra Thar CRDe,2017.0,800000,26000.0,Diesel,Individual,Manual,Second Owner
3317,Maruti 800 Std BSII,2006.0,90000,40000.0,Petrol,Individual,Manual,Second Owner
3318,Hyundai Verna 1.6 CRDI,2012.0,312000,90000.0,Diesel,Individual,Manual,Second Owner
3319,Hyundai Verna Transform CRDi VGT ABS,2010.0,229999,120000.0,Diesel,Individual,Manual,Second Owner
3320,Maruti Swift Dzire VDi,2012.0,250000,140000.0,Diesel,Individual,Manual,Second Owner
3321,Datsun GO T Petrol,2015.0,225000,92198.0,Petrol,Dealer,Manual,Second Owner
3322,Maruti Alto LXi,2007.0,100000,100000.0,Petrol,Individual,Manual,Second Owner
3323,Maruti Ritz VDi,2010.0,148000,100000.0,Diesel,Individual,Manual,Second Owner
3324,Maruti Swift Dzire VXi,2011.0,254999,70000.0,Petrol,Individual,Manual,Second Owner
3325,Maruti Swift Dzire ZXI,2013.0,360000,60000.0,Petrol,Individual,Manual,Second Owner
3326,Maruti Alto LX,2006.0,95000,90000.0,Petrol,Individual,Manual,Second Owner
3327,Mahindra Bolero SLE BSIII,2007.0,185000,230000.0,Diesel,Individual,Manual,Second Owner
3328,Fiat Punto 1.2 Active,2010.0,80000,50000.0,Petrol,Individual,Manual,Second Owner
3329,Maruti Wagon R LXI BSIII,2005.0,125000,50000.0,Petrol,Individual,Manual,Second Owner
3330,Mahindra KUV 100 G80 K2,2018.0,320000,30000.0,Petrol,Individual,Manual,Second Owner
3331,Maruti A-Star Vxi,2010.0,130000,70000.0,Petrol,Individual,Manual,Second Owner
3332,Tata Indica DLS,2006.0,57000,60000.0,Diesel,Individual,Manual,Second Owner
3333,Maruti Wagon R LXI DUO BSIII,2008.0,125000,152000.0,LPG,Individual,Manual,Second Owner
3334,Maruti Zen LXI,1998.0,69000,70000.0,Petrol,Individual,Manual,Second Owner
3335,Tata Indigo LX,2012.0,130000,90000.0,Diesel,Individual,Manual,Second Owner
3336,Honda Amaze E i-VTEC,2016.0,330000,50000.0,Petrol,Individual,Manual,Second Owner
3337,Maruti Wagon R VXI BS IV,2014.0,340000,15000.0,Petrol,Individual,Manual,Second Owner
3338,Maruti Ertiga VDI,2014.0,480000,110000.0,Diesel,Individual,Manual,Second Owner
3339,Hyundai Verna 1.6 SX CRDi (O),2013.0,315000,80000.0,Diesel,Individual,Manual,Second Owner
3340,Ford Figo Diesel LXI,2011.0,180000,70000.0,Diesel,Individual,Manual,Second Owner
3341,Mahindra Bolero DI DX 8 Seater,2009.0,300000,55000.0,Diesel,Individual,Manual,Second Owner
3346,Maruti Swift Dzire VDI,2016.0,284000,60000.0,Diesel,Individual,Manual,Second Owner
3347,Tata Manza Aura (ABS) Safire BS IV,2010.0,110000,77073.0,Petrol,Individual,Manual,Second Owner
3348,Hyundai i10 Magna LPG,2013.0,275000,90000.0,LPG,Individual,Manual,Second Owner
3349,Maruti Alto LX BSIII,2007.0,125000,100000.0,Petrol,Individual,Manual,Second Owner
3350,Chevrolet Beat LT,2010.0,135000,60000.0,Petrol,Individual,Manual,Second Owner
3351,Chevrolet Aveo 1.6 LT with ABS,2010.0,140000,120000.0,Petrol,Individual,Manual,Second Owner
3352,Hyundai i10 Magna 1.2,2010.0,150000,90000.0,Petrol,Individual,Manual,Second Owner
3353,Mahindra Scorpio VLX 2WD BSIV,2014.0,782000,58000.0,Diesel,Dealer,Manual,Second Owner
3354,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,2014.0,780000,58000.0,Diesel,Dealer,Manual,Second Owner
3355,Hyundai Verna CRDi ABS,2007.0,175000,80000.0,Diesel,Individual,Manual,Second Owner
3356,Mercedes-Benz E-Class 230,1998.0,1000000,35000.0,Petrol,Individual,Automatic,Second Owner
3357,Maruti Alto 800 LXI,2013.0,92800,25000.0,Petrol,Individual,Manual,Second Owner
3359,Hyundai EON Era Plus,2012.0,215000,70000.0,Petrol,Individual,Manual,Second Owner
3360,Ford Fiesta 1.4 ZXi TDCi ABS,2009.0,150000,60000.0,Diesel,Individual,Manual,Second Owner
3361,Maruti Alto LXI,2003.0,60000,5000.0,Petrol,Individual,Manual,Second Owner
3362,Maruti Omni LPG CARGO BSIII W IMMOBILISER,2009.0,80000,90000.0,LPG,Individual,Manual,Second Owner
3365,Toyota Etios VD,2016.0,450000,50000.0,Diesel,Individual,Manual,Second Owner
3366,Tata Zest Revotron 1.2T XE,2015.0,300000,60000.0,Petrol,Individual,Manual,Second Owner
3367,Maruti Wagon R AX,2012.0,300000,30000.0,Petrol,Individual,Automatic,Second Owner
3368,Hyundai Santro Xing GLS,2009.0,200000,100000.0,Petrol,Individual,Manual,Second Owner
3369,Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007.0,190000,160000.0,Diesel,Individual,Manual,Second Owner
3370,Hyundai Verna Transform SX VTVT,2011.0,370000,55168.0,Petrol,Individual,Manual,Second Owner
3371,Maruti Wagon R LXI CNG,2016.0,350000,30000.0,CNG,Individual,Manual,Second Owner
3372,Hyundai i20 Asta 1.4 CRDi,2014.0,370000,80000.0,Diesel,Individual,Manual,Second Owner
3376,Hyundai Verna SX Diesel,2010.0,200000,78000.0,Diesel,Dealer,Manual,Second Owner
3377,Hyundai i20 1.2 Sportz,2011.0,220000,58000.0,Petrol,Dealer,Manual,Second Owner
3378,Hyundai i20 Magna 1.4 CRDi (Diesel),2013.0,325000,78000.0,Diesel,Dealer,Manual,Second Owner
3379,Mahindra Scorpio SLE BSIV,2011.0,484999,99000.0,Diesel,Individual,Manual,Second Owner
3380,Tata Indigo CR4,2011.0,150000,70000.0,Diesel,Individual,Manual,Second Owner
3381,Skoda Superb 1.8 TFSI MT,2010.0,400000,80000.0,Petrol,Individual,Manual,Second Owner
3382,Maruti Swift VDI BSIV,2011.0,290000,130000.0,Diesel,Individual,Manual,Second Owner
3383,Maruti Ritz LDi,2016.0,380000,100000.0,Diesel,Individual,Manual,Second Owner
3384,Mahindra Xylo D4 BSIV,2013.0,350000,151624.0,Diesel,Individual,Manual,Second Owner
3385,Hyundai Santro AT CNG,2005.0,130000,110000.0,CNG,Individual,Manual,Second Owner
3386,Maruti Wagon R VXI BS IV,2015.0,370000,50000.0,Petrol,Individual,Manual,Second Owner
3387,Chevrolet Beat LT,2010.0,114999,70000.0,Petrol,Individual,Manual,Second Owner
3388,Hyundai Verna 1.6 SX CRDi (O),2013.0,430000,100000.0,Diesel,Individual,Manual,Second Owner
3389,Mahindra Scorpio VLS AT 2.2 mHAWK,2010.0,350000,186000.0,Diesel,Individual,Automatic,Second Owner
3390,Hyundai i20 Sportz 1.4 CRDi,2014.0,315000,60000.0,Diesel,Individual,Manual,Second Owner
3391,Hyundai Grand i10 CRDi Magna,2015.0,300000,60000.0,Diesel,Individual,Manual,Second Owner
3399,Hyundai EON D Lite,2014.0,180000,76000.0,Petrol,Individual,Manual,Second Owner
3400,Chevrolet Tavera Neo 3 Max 9 Str BSIII,2014.0,400000,120000.0,Diesel,Individual,Manual,Second Owner
3401,Hyundai Santro Xing XG,2003.0,85000,110000.0,Petrol,Individual,Manual,Second Owner
3404,Mahindra Bolero SLX 2WD,2007.0,300000,100000.0,Diesel,Individual,Manual,Second Owner
3405,Chevrolet Aveo U-VA 1.2 LT WO ABS Airbag,2009.0,110000,38500.0,Petrol,Individual,Manual,Second Owner
3406,Hyundai i10 Magna,2008.0,140000,103921.0,Petrol,Individual,Manual,Second Owner
3407,Maruti Zen LX,2004.0,105000,79000.0,Petrol,Individual,Manual,Second Owner
3408,Maruti Alto LX BSIII,2008.0,85000,120000.0,Petrol,Individual,Manual,Second Owner
3410,Maruti SX4 Vxi BSIV,2014.0,225000,110000.0,Petrol,Individual,Manual,Second Owner
3413,Chevrolet Spark 1.0 LS,2011.0,140000,60000.0,Petrol,Individual,Manual,Second Owner
3414,Datsun GO Plus A Option Petrol,2018.0,450000,10000.0,Petrol,Individual,Manual,Second Owner
3415,Maruti Alto LXI,2005.0,56000,23000.0,Petrol,Individual,Manual,Second Owner
3416,Ford EcoSport 1.5 TDCi Titanium BSIV,2015.0,650000,100000.0,Diesel,Individual,Manual,Second Owner
3417,Renault KWID RXT,2016.0,270000,60000.0,Petrol,Individual,Manual,Second Owner
3418,Renault KWID RXT Optional,2016.0,240000,70000.0,Petrol,Individual,Manual,Second Owner
3419,Hyundai Grand i10 Asta Option,2017.0,540000,20000.0,Petrol,Individual,Manual,Second Owner
3422,Maruti Alto 800 LXI,2013.0,92800,60000.0,Petrol,Individual,Manual,Second Owner
3423,Maruti Wagon R LXI,2005.0,75000,70000.0,Petrol,Individual,Manual,Second Owner
3424,Mercedes-Benz B Class B180 Sports,2013.0,1100000,40000.0,Petrol,Individual,Automatic,Second Owner
3425,Mahindra XUV500 W10 2WD,2015.0,1200000,75000.0,Diesel,Dealer,Manual,Second Owner
3426,Toyota Etios Liva GD,2012.0,345000,137250.0,Diesel,Individual,Manual,Second Owner
3427,Mahindra Scorpio M2DI,2013.0,500000,110000.0,Diesel,Individual,Manual,Second Owner
3428,Toyota Camry M/t,2008.0,650000,75000.0,Petrol,Individual,Manual,Second Owner
3429,Toyota Corolla H3,2003.0,95000,120000.0,Petrol,Individual,Automatic,Second Owner
3430,Chevrolet Beat Diesel LT Option,2009.0,195000,57000.0,Diesel,Dealer,Manual,Second Owner
3431,Maruti Swift 1.3 VXi,2009.0,250000,62000.0,Diesel,Dealer,Manual,Second Owner
3432,Maruti Omni E MPI STD BS IV,2014.0,240000,5800.0,Petrol,Individual,Manual,Second Owner
3433,Maruti Alto LXi,2007.0,90000,100000.0,Petrol,Individual,Manual,Second Owner
3434,Ford Figo Diesel Celebration Edition,2013.0,285000,90000.0,Diesel,Individual,Manual,Second Owner
3435,Toyota Innova 2.5 E Diesel MS 7-seater,2011.0,665000,267000.0,Diesel,Individual,Manual,Second Owner
3436,Mahindra Scorpio 2.6 CRDe,2005.0,175000,250000.0,Diesel,Individual,Manual,Second Owner
3437,Mahindra Xylo D2,2011.0,350000,140000.0,Diesel,Individual,Manual,Second Owner
3438,Honda Jazz Select Edition Active,2010.0,285000,60000.0,Petrol,Dealer,Manual,Second Owner
3439,Maruti Celerio VXI,2014.0,300000,82000.0,Petrol,Dealer,Manual,Second Owner
3440,Maruti Swift VXI BSIII,2006.0,160000,95149.0,Petrol,Dealer,Manual,Second Owner
3441,Honda City i DTEC V,2014.0,515000,90000.0,Diesel,Individual,Manual,Second Owner
3443,Toyota Innova 2.5 GX 7 STR BSIV,2012.0,1000000,80000.0,Diesel,Individual,Manual,Second Owner
3444,Maruti Alto K10 VXI,2015.0,320000,60000.0,Petrol,Individual,Manual,Second Owner
3445,Maruti Alto LXi BSIII,2009.0,130000,80000.0,Petrol,Individual,Manual,Second Owner
3446,Maruti Swift Dzire VDi,2009.0,150000,120000.0,Diesel,Individual,Manual,Second Owner
3447,Honda Amaze E i-Dtech,2015.0,300000,104000.0,Diesel,Individual,Manual,Second Owner
3448,Maruti Swift Dzire LXi,2011.0,150000,100000.0,Petrol,Individual,Manual,Second Owner
3449,Honda City 1.3 EXI,2003.0,120000,132343.0,Petrol,Individual,Manual,Second Owner
3450,Hyundai Creta 1.4 CRDi S Plus,2016.0,950000,90000.0,Diesel,Individual,Manual,Second Owner
3451,Maruti Wagon R VXI BS IV,2007.0,100000,60000.0,Petrol,Individual,Manual,Second Owner
3452,Mahindra Renault Logan 1.6 Petrol GLSX,2009.0,200000,30000.0,Petrol,Individual,Manual,Second Owner
3453,Tata Indigo LS,2010.0,250000,96000.0,Diesel,Individual,Manual,Second Owner
3454,Hyundai Verna SX Diesel,2013.0,550000,42324.0,Diesel,Dealer,Manual,Second Owner
3455,Maruti Wagon R VXI BS IV,2014.0,210000,60000.0,Petrol,Individual,Manual,Second Owner
3456,Mahindra Xylo E8,2009.0,290000,100000.0,Diesel,Individual,Manual,Second Owner
3457,Fiat Grande Punto EVO 1.3 Active,2014.0,270000,60000.0,Diesel,Individual,Manual,Second Owner
3458,Maruti Alto K10 VXI AGS,2015.0,281000,4432.0,Petrol,Dealer,Automatic,Second Owner
3459,Tata Indica GLS BS IV,2010.0,75000,110000.0,Petrol,Individual,Manual,Second Owner
3460,Tata Indica Vista Terra 1.4 TDI,2009.0,93000,70000.0,Diesel,Individual,Manual,Second Owner
3461,Maruti Alto Green LXi (CNG),2010.0,88000,60000.0,CNG,Dealer,Manual,Second Owner
3462,Hyundai i20 1.2 Era,2010.0,250000,34500.0,Petrol,Individual,Manual,Second Owner
3463,Chevrolet Beat Diesel LS,2013.0,130000,93900.0,Diesel,Individual,Manual,Second Owner
3464,BMW 7 Series 730Ld,2011.0,1700000,100000.0,Diesel,Individual,Automatic,Second Owner
3465,Hyundai Accent GLX,2010.0,145000,110000.0,Petrol,Individual,Manual,Second Owner
3466,Maruti Ertiga VDI Limited Edition,2014.0,535000,80000.0,Diesel,Individual,Manual,Second Owner
3467,Tata Indica Vista Aqua 1.3 Quadrajet ABS BSIV,2012.0,198000,70000.0,Diesel,Individual,Manual,Second Owner
3468,Hyundai EON Sportz,2012.0,150000,55766.0,Petrol,Individual,Manual,Second Owner
3469,Nissan Micra XL,2011.0,275000,40000.0,Petrol,Individual,Manual,Second Owner
3470,Maruti Swift Dzire VDi,2010.0,250000,110000.0,Diesel,Individual,Manual,Second Owner
3474,Maruti Zen VX,2001.0,85000,86000.0,Petrol,Individual,Manual,Second Owner
3475,Tata Manza Aura (ABS) Quadrajet BS IV,2012.0,295000,80000.0,Diesel,Individual,Manual,Second Owner
3476,Hyundai i20 Asta 1.2,2014.0,475000,23122.0,Petrol,Dealer,Manual,Second Owner
3481,Chevrolet Cruze LT,2012.0,349000,44500.0,Diesel,Dealer,Manual,Second Owner
3482,Mahindra Scorpio SLE BSIV,2014.0,550000,100000.0,Diesel,Individual,Manual,Second Owner
3483,Toyota Innova 2.5 G (Diesel) 7 Seater,2014.0,725000,90000.0,Diesel,Individual,Manual,Second Owner
3484,Mahindra Xylo D4,2015.0,500000,50000.0,Diesel,Individual,Manual,Second Owner
3485,Maruti Wagon R VXI Optional,2017.0,350000,70000.0,Petrol,Individual,Manual,Second Owner
3486,Chevrolet Beat Diesel LT,2012.0,200000,70000.0,Diesel,Individual,Manual,Second Owner
3487,Maruti Zen D PS,2003.0,75000,110000.0,Diesel,Individual,Manual,Second Owner
3488,Honda Amaze EX i-Dtech,2013.0,350000,90000.0,Diesel,Individual,Manual,Second Owner
3489,BMW X1 sDrive20d,2011.0,890000,86000.0,Diesel,Individual,Automatic,Second Owner
3490,Chevrolet Beat LS,2010.0,99000,60000.0,Petrol,Individual,Manual,Second Owner
3491,Tata Indigo GLX,2006.0,75000,40000.0,Petrol,Individual,Manual,Second Owner
3492,Honda City i DTEC VX,2014.0,600000,90000.0,Diesel,Individual,Manual,Second Owner
3493,Hyundai Verna CRDi 1.6 SX,2019.0,1000000,60000.0,Diesel,Individual,Manual,Second Owner
3494,Hyundai i20 1.2 Spotz,2017.0,600000,70000.0,Petrol,Individual,Manual,Second Owner
3495,Hyundai Elite i20 Magna Plus Diesel,2019.0,730000,35000.0,Diesel,Individual,Manual,Second Owner
3496,Fiat Grande Punto Active (Diesel),2009.0,125000,95000.0,Diesel,Individual,Manual,Second Owner
3497,Hyundai EON 1.0 Kappa Magna Plus,2015.0,170000,80000.0,Petrol,Individual,Manual,Second Owner
3498,Maruti Wagon R LXI Minor,2007.0,160000,80000.0,Petrol,Individual,Manual,Second Owner
3499,Maruti Alto STD,2008.0,80000,100000.0,Petrol,Individual,Manual,Second Owner
3500,Volkswagen Jetta 1.9 Highline TDI,2008.0,285000,90000.0,Diesel,Individual,Automatic,Second Owner
3501,Maruti Swift VDI BSIV,2015.0,350000,60000.0,Diesel,Individual,Manual,Second Owner
3502,Hyundai i20 Active 1.4 SX with AVN,2015.0,699000,30000.0,Diesel,Individual,Manual,Second Owner
3503,Ford Figo Diesel ZXI,2011.0,275000,108000.0,Diesel,Individual,Manual,Second Owner
3504,Hyundai i20 1.4 CRDi Magna,2012.0,350000,160000.0,Diesel,Individual,Manual,Second Owner
3505,Mahindra XUV500 W8 2WD,2012.0,650000,102000.0,Diesel,Individual,Manual,Second Owner
3506,Mahindra Bolero SLE,2009.0,300000,178000.0,Diesel,Individual,Manual,Second Owner
3507,Toyota Innova 2.5 VX (Diesel) 8 Seater,2014.0,1200000,200000.0,Diesel,Individual,Manual,Second Owner
3508,Maruti Alto LXi,2006.0,150000,75118.0,Petrol,Individual,Manual,Second Owner
3509,Maruti Ritz LDi,2013.0,290000,60000.0,Diesel,Individual,Manual,Second Owner
3510,Hyundai Xcent 1.2 Kappa Base,2014.0,335000,60000.0,Petrol,Individual,Manual,Second Owner
3511,Ford Ikon 1.6 ZXI NXt,2005.0,20000,25000.0,Petrol,Individual,Manual,Second Owner
3512,Hyundai Santro Xing GL Plus,2008.0,120000,60000.0,Petrol,Individual,Manual,Second Owner
3513,Tata Indigo LS,2012.0,220000,70000.0,Diesel,Individual,Manual,Second Owner
3514,Ford Ikon 1.3 Flair,2005.0,61000,4637.0,Petrol,Individual,Manual,Second Owner
3515,Tata Indica Vista Aqua 1.3 Quadrajet,2009.0,85000,120000.0,Diesel,Individual,Manual,Second Owner
3516,Maruti Swift 1.3 DLX,2015.0,270000,40000.0,Diesel,Individual,Manual,Second Owner
3518,Renault KWID 1.0 RXL,2017.0,250000,43000.0,Petrol,Individual,Manual,Second Owner
3519,Fiat Punto 1.3 Active,2010.0,99000,80000.0,Diesel,Individual,Manual,Second Owner
3520,Renault Duster 85PS Diesel RxL,2013.0,385000,80000.0,Diesel,Individual,Manual,Second Owner
3521,Nissan Sunny XL,2012.0,300000,80000.0,Petrol,Individual,Manual,Second Owner
3522,Maruti Alto LXi BSIII,2008.0,105000,30000.0,Petrol,Individual,Manual,Second Owner
3523,Maruti Wagon R VXI BS IV,2011.0,170000,40000.0,Petrol,Individual,Manual,Second Owner
3524,Hyundai Elantra CRDi SX,2014.0,650000,30000.0,Diesel,Individual,Manual,Second Owner
3525,Maruti Ritz VDi,2012.0,220000,120000.0,Diesel,Individual,Manual,Second Owner
3526,Hyundai Getz 1.3 GLS,2008.0,110000,110000.0,Petrol,Individual,Manual,Second Owner
3527,Honda City 1.5 S MT,2010.0,254999,90000.0,Petrol,Individual,Manual,Second Owner
3528,Hyundai Verna 1.6 SX VTVT (O),2014.0,600000,50000.0,Petrol,Individual,Manual,Second Owner
3529,Hyundai Xcent 1.2 Kappa SX,2016.0,450000,35000.0,Petrol,Individual,Manual,Second Owner
3530,Honda City 1.5 S MT,2011.0,395000,70000.0,Petrol,Individual,Manual,Second Owner
3531,Maruti Wagon R VXI BS IV,2013.0,229999,62000.0,Petrol,Individual,Manual,Second Owner
3532,Hyundai i20 Sportz 1.2,2015.0,500000,35000.0,Petrol,Individual,Manual,Second Owner
3535,Tata Indica GLS BS IV,2008.0,80000,90000.0,Petrol,Individual,Manual,Second Owner
3536,Tata New Safari DICOR 2.2 EX 4x2,2010.0,300000,250000.0,Diesel,Individual,Manual,Second Owner
3538,Maruti Wagon R LXI,2001.0,70000,117000.0,Petrol,Individual,Manual,Second Owner
3539,Toyota Innova 2.5 VX (Diesel) 7 Seater,2012.0,730000,110000.0,Diesel,Individual,Manual,Second Owner
